Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,home,game_id
João Gomes,8.0,br BRA,"DM,CM",23-187,83,2,2,2,0,0,3,0.0,3,1,1,0,0,2,0,0,False,Arsenal_Wolves_20240817
Pablo Sarabia,21.0,es ESP,CM,32-098,7,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,False,Arsenal_Wolves_20240817
Rayan Aït-Nouri,3.0,dz ALG,LB,23-072,83,4,3,3,1,0,4,75.0,1,1,0,1,1,5,1,0,False,Arsenal_Wolves_20240817
Craig Dawson,15.0,eng ENG,CB,34-103,7,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Arsenal_Wolves_20240817
Toti Gomes,24.0,pt POR,"CB,LB",25-214,90,2,1,1,1,0,2,100.0,0,0,0,0,0,2,1,0,False,Arsenal_Wolves_20240817
Yerson Mosquera,14.0,co COL,CB,23-107,90,3,2,3,0,0,3,100.0,0,2,2,0,0,3,0,0,False,Arsenal_Wolves_20240817
Matt Doherty,2.0,ie IRL,RB,32-214,90,2,2,1,1,0,1,100.0,0,1,0,1,1,3,4,0,False,Arsenal_Wolves_20240817
José Sá,1.0,pt POR,GK,31-213,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Arsenal_Wolves_20240817
Michail Antonio,9.0,jm JAM,FW,34-142,72,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,WestHam_AstonVilla_20240817
Niclas Füllkrug,11.0,de GER,FW,31-190,18,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,WestHam_AstonVilla_20240817
Mohammed Kudus,14.0,gh GHA,"LM,WB,RM",24-015,90,1,1,0,1,0,1,0.0,1,2,0,2,0,1,0,0,True,WestHam_AstonVilla_20240817
Lucas Paquetá,10.0,br BRA,CM,26-356,72,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0,True,WestHam_AstonVilla_20240817
James Ward-Prowse,8.0,eng ENG,CM,29-290,18,1,0,1,0,0,1,100.0,0,1,0,1,0,1,0,0,True,WestHam_AstonVilla_20240817
Tomáš Souček,28.0,cz CZE,CM,29-172,90,2,1,0,2,0,3,33.3,2,0,0,0,1,3,1,0,True,WestHam_AstonVilla_20240817
Jarrod Bowen,20.0,eng ENG,RM,27-241,72,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0,True,WestHam_AstonVilla_20240817
Crysencio Summerville,7.0,nl NED,"CM,LM",22-292,18,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,WestHam_AstonVilla_20240817
Guido Rodríguez,24.0,ar ARG,DM,30-127,84,3,3,2,1,0,2,50.0,1,0,0,0,1,4,0,0,True,WestHam_AstonVilla_20240817
Danny Ings,18.0,eng ENG,FW,32-025,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,WestHam_AstonVilla_20240817
Emerson Palmieri,33.0,it ITA,"LB,WB",30-014,90,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,True,WestHam_AstonVilla_20240817
Max Kilman,26.0,eng ENG,CB,27-086,90,2,1,1,1,0,1,100.0,0,2,1,1,2,4,7,0,True,WestHam_AstonVilla_20240817
Konstantinos Mavropanos,15.0,gr GRE,CB,26-250,90,3,3,3,0,0,2,100.0,0,2,2,0,0,3,5,0,True,WestHam_AstonVilla_20240817
Vladimír Coufal,5.0,cz CZE,RB,31-361,84,0,0,0,0,0,1,0.0,1,2,2,0,2,2,4,0,True,WestHam_AstonVilla_20240817
Jean-Clair Todibo,25.0,fr FRA,CB,24-231,6,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,True,WestHam_AstonVilla_20240817
Alphonse Areola,23.0,fr FRA,GK,31-172,90,1,1,1,0,0,2,50.0,1,0,0,0,0,1,0,0,True,WestHam_AstonVilla_20240817
Ollie Watkins,11.0,eng ENG,FW,28-231,61,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,False,WestHam_AstonVilla_20240817
Jáder Durán,9.0,co COL,FW,20-248,29,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,False,WestHam_AstonVilla_20240817
John McGinn,7.0,sct SCO,LW,29-304,61,2,1,0,2,0,0,,0,0,0,0,0,2,1,0,False,WestHam_AstonVilla_20240817
Jacob Ramsey,41.0,eng ENG,LW,23-081,29,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,WestHam_AstonVilla_20240817
Leon Bailey,31.0,jm JAM,RW,27-008,73,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,WestHam_AstonVilla_20240817
Jaden Philogene Bidace,19.0,eng ENG,RW,22-191,17,1,1,0,1,0,0,,0,0,0,0,0,1,1,0,False,WestHam_AstonVilla_20240817
Morgan Rogers,27.0,eng ENG,AM,22-022,90,1,1,0,1,0,0,,0,3,1,2,0,1,1,0,False,WestHam_AstonVilla_20240817
Youri Tielemans,8.0,be BEL,DM,27-102,90,2,2,1,1,0,1,100.0,0,1,0,1,2,4,1,0,False,WestHam_AstonVilla_20240817
Amadou Onana,24.0,be BEL,DM,23-001,90,3,1,1,1,1,0,,0,1,0,1,2,5,3,0,False,WestHam_AstonVilla_20240817
Lucas Digne,12.0,fr FRA,LB,31-028,73,2,0,1,0,1,2,50.0,1,1,1,0,1,3,1,0,False,WestHam_AstonVilla_20240817
Ian Maatsen,22.0,nl NED,LB,22-160,17,3,2,1,2,0,1,100.0,0,0,0,0,0,3,0,0,False,WestHam_AstonVilla_20240817
Pau Torres,14.0,es ESP,CB,27-214,90,4,4,2,2,0,1,100.0,0,2,2,0,0,4,3,0,False,WestHam_AstonVilla_20240817
Ezri Konsa,4.0,eng ENG,CB,26-299,90,1,0,1,0,0,1,100.0,0,0,0,0,1,2,3,0,False,WestHam_AstonVilla_20240817
Matty Cash,2.0,pl POL,RB,27-010,81,3,1,0,3,0,2,0.0,2,1,0,1,1,4,5,0,False,WestHam_AstonVilla_20240817
Kosta Nedeljković,20.0,rs SRB,RB,18-245,9,1,1,1,0,0,0,,0,1,0,1,0,1,2,0,False,WestHam_AstonVilla_20240817
Emiliano Martínez,23.0,ar ARG,GK,31-350,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,WestHam_AstonVilla_20240817
Yoane Wissa,11.0,cd COD,FW,27-350,83,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,Brentford_CrystalPalace_20240818
Fabio Carvalho,14.0,pt POR,FW,21-354,7,1,1,0,0,1,0,,0,1,0,1,0,1,0,0,True,Brentford_CrystalPalace_20240818
Kevin Schade,7.0,de GER,LW,22-265,73,3,2,2,0,1,2,100.0,0,0,0,0,0,3,1,0,True,Brentford_CrystalPalace_20240818
Keane Lewis-Potter,23.0,eng ENG,"LW,LM,FW",23-178,17,1,1,0,1,0,1,100.0,0,0,0,0,0,1,0,0,True,Brentford_CrystalPalace_20240818
Bryan Mbeumo,19.0,cm CMR,"RW,FW",25-011,89,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,Brentford_CrystalPalace_20240818
Ben Mee,16.0,eng ENG,CB,34-332,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Brentford_CrystalPalace_20240818
Mathias Jensen,8.0,dk DEN,LM,28-230,83,0,0,0,0,0,1,0.0,1,3,1,2,2,2,0,0,True,Brentford_CrystalPalace_20240818
Frank Onyeka,15.0,ng NGA,CM,26-230,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Brentford_CrystalPalace_20240818
Vitaly Janelt,27.0,de GER,CM,26-100,73,3,2,0,2,1,3,100.0,0,0,0,0,2,5,1,0,True,Brentford_CrystalPalace_20240818
Mikkel Damsgaard,24.0,dk DEN,"RM,CM",24-046,17,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,True,Brentford_CrystalPalace_20240818
Christian Nørgaard,6.0,dk DEN,"RM,CM",30-161,90,3,1,1,2,0,1,100.0,0,2,0,2,3,6,3,0,True,Brentford_CrystalPalace_20240818
Kristoffer Ajer,20.0,no NOR,LB,26-123,90,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,True,Brentford_CrystalPalace_20240818
Ethan Pinnock,5.0,jm JAM,CB,31-081,90,2,0,0,2,0,3,66.7,1,2,1,1,1,3,5,0,True,Brentford_CrystalPalace_20240818
Nathan Collins,22.0,ie IRL,CB,23-110,90,5,2,1,3,1,5,80.0,1,3,2,1,0,5,6,0,True,Brentford_CrystalPalace_20240818
Mads Roerslev,30.0,dk DEN,RB,25-055,90,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,True,Brentford_CrystalPalace_20240818
Mark Flekken,1.0,nl NED,GK,31-066,90,1,1,1,0,0,1,100.0,0,0,0,0,0,1,2,0,True,Brentford_CrystalPalace_20240818
Jean-Philippe Mateta,14.0,fr FRA,FW,27-051,45,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Brentford_CrystalPalace_20240818
Odsonne Édouard,22.0,fr FRA,"FW,AM",26-215,45,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Brentford_CrystalPalace_20240818
Eberechi Eze,10.0,eng ENG,"AM,LM",26-050,90,1,1,0,1,0,0,,0,0,0,0,0,1,0,0,False,Brentford_CrystalPalace_20240818
Daichi Kamada,18.0,jp JPN,AM,28-013,69,1,1,0,0,1,0,,0,0,0,0,1,2,2,0,False,Brentford_CrystalPalace_20240818
Jordan Ayew,9.0,gh GHA,"FW,AM",32-342,21,1,0,0,0,1,0,,0,0,0,0,0,1,0,0,False,Brentford_CrystalPalace_20240818
Will Hughes,19.0,eng ENG,CM,29-123,83,5,2,0,3,2,2,100.0,0,1,0,1,1,6,0,0,False,Brentford_CrystalPalace_20240818
Cheick Doucouré,28.0,ml MLI,CM,24-223,7,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Brentford_CrystalPalace_20240818
Adam Wharton,20.0,eng ENG,CM,20-194,73,3,2,0,3,0,4,75.0,1,0,0,0,0,3,1,0,False,Brentford_CrystalPalace_20240818
Jefferson Lerma,8.0,co COL,CM,29-298,17,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Brentford_CrystalPalace_20240818
Tyrick Mitchell,3.0,eng ENG,"WB,LB",24-352,90,1,0,0,1,0,0,,0,1,0,1,0,1,6,1,False,Brentford_CrystalPalace_20240818
Daniel Muñoz,12.0,co COL,"WB,RB",28-084,90,4,3,3,1,0,2,50.0,1,3,0,3,1,5,1,0,False,Brentford_CrystalPalace_20240818
Marc Guéhi,6.0,eng ENG,CB,24-036,90,1,1,1,0,0,1,100.0,0,0,0,0,1,2,9,0,False,Brentford_CrystalPalace_20240818
Joachim Andersen,5.0,dk DEN,CB,28-079,90,1,1,1,0,0,2,50.0,1,0,0,0,0,1,7,0,False,Brentford_CrystalPalace_20240818
Chris Richards,26.0,us USA,CB,24-143,83,4,2,0,3,1,2,0.0,2,2,1,1,1,5,2,0,False,Brentford_CrystalPalace_20240818
Ismaila Sarr,7.0,sn SEN,RM,26-175,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Brentford_CrystalPalace_20240818
Dean Henderson,1.0,eng ENG,GK,27-159,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Brentford_CrystalPalace_20240818
Nicolas Jackson,15.0,sn SEN,FW,23-059,66,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_ManchesterCity_20240818
Marc Guiu,38.0,es ESP,FW,18-227,24,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_ManchesterCity_20240818
Christopher Nkunku,18.0,fr FRA,LW,26-278,57,3,3,0,1,2,2,100.0,0,2,0,2,1,4,0,0,True,Chelsea_ManchesterCity_20240818
Pedro Neto,19.0,pt POR,LW,24-162,33,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_ManchesterCity_20240818
Cole Palmer,20.0,eng ENG,RW,22-104,90,2,2,1,1,0,3,66.7,1,0,0,0,0,2,1,0,True,Chelsea_ManchesterCity_20240818
Enzo Fernández,8.0,ar ARG,"AM,DM",23-214,90,2,2,1,1,0,2,50.0,1,0,0,0,0,2,0,0,True,Chelsea_ManchesterCity_20240818
Roméo Lavia,45.0,be BEL,DM,20-225,66,3,1,0,2,1,1,0.0,1,0,0,0,3,6,1,0,True,Chelsea_ManchesterCity_20240818
Kiernan Dewsbury-Hall,22.0,eng ENG,AM,25-347,24,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,True,Chelsea_ManchesterCity_20240818
Moisés Caicedo,25.0,ec ECU,DM,22-290,90,2,1,0,2,0,4,25.0,3,2,0,2,2,4,0,0,True,Chelsea_ManchesterCity_20240818
Marc Cucurella,3.0,es ESP,LB,26-027,79,2,2,2,0,0,3,33.3,2,1,1,0,0,2,3,0,True,Chelsea_ManchesterCity_20240818
Renato Veiga,40.0,pt POR,LB,21-020,11,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,Chelsea_ManchesterCity_20240818
Levi Colwill,6.0,eng ENG,CB,21-174,90,1,0,1,0,0,1,0.0,1,1,1,0,2,3,4,0,True,Chelsea_ManchesterCity_20240818
Wesley Fofana,29.0,fr FRA,CB,23-245,90,1,1,0,1,0,1,0.0,1,2,1,1,1,2,3,0,True,Chelsea_ManchesterCity_20240818
Malo Gusto,27.0,fr FRA,RB,21-091,90,4,2,2,1,1,6,16.7,5,0,0,0,0,4,1,1,True,Chelsea_ManchesterCity_20240818
Robert Sánchez,1.0,es ESP,GK,26-274,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_ManchesterCity_20240818
Erling Haaland,9.0,no NOR,FW,24-028,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Chelsea_ManchesterCity_20240818
Sávio,26.0,br BRA,"RW,LW",20-130,45,2,1,1,1,0,2,50.0,1,0,0,0,0,2,0,0,False,Chelsea_ManchesterCity_20240818
Phil Foden,47.0,eng ENG,RW,24-082,45,0,0,0,0,0,0,,0,1,1,0,2,2,1,0,False,Chelsea_ManchesterCity_20240818
Jeremy Doku,11.0,be BEL,"LW,RW",22-083,90,1,1,1,0,0,0,,0,1,0,1,0,1,0,0,False,Chelsea_ManchesterCity_20240818
Kevin De Bruyne,17.0,be BEL,CM,33-051,90,1,1,1,0,0,1,0.0,1,0,0,0,1,2,0,0,False,Chelsea_ManchesterCity_20240818
Bernardo Silva,20.0,pt POR,CM,30-008,90,0,0,0,0,0,1,0.0,1,2,1,1,0,0,2,0,False,Chelsea_ManchesterCity_20240818
Mateo Kovačić,8.0,hr CRO,DM,30-104,90,6,4,3,2,1,5,80.0,1,0,0,0,0,6,2,0,False,Chelsea_ManchesterCity_20240818
Rico Lewis,82.0,eng ENG,DM,19-271,90,2,0,1,1,0,1,100.0,0,1,1,0,1,3,2,0,False,Chelsea_ManchesterCity_20240818
Joško Gvardiol,24.0,hr CRO,LB,22-208,90,2,1,2,0,0,0,,0,0,0,0,4,6,5,0,False,Chelsea_ManchesterCity_20240818
Rúben Dias,3.0,pt POR,CB,27-096,90,1,0,1,0,0,0,,0,0,0,0,2,3,2,0,False,Chelsea_ManchesterCity_20240818
Manuel Akanji,25.0,ch SUI,RB,29-030,90,1,1,0,0,1,1,100.0,0,1,1,0,0,1,3,0,False,Chelsea_ManchesterCity_20240818
Ederson,31.0,br BRA,GK,31-001,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Chelsea_ManchesterCity_20240818
Jamie Vardy,9.0,eng ENG,FW,37-221,78,1,1,1,0,0,0,,0,0,0,0,1,2,1,0,True,LeicesterCity_Tottenham_20240819
Stephy Mavididi,10.0,eng ENG,FW,26-080,12,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,True,LeicesterCity_Tottenham_20240819
Bobby De Cordova-Reid,14.0,jm JAM,LW,31-199,85,0,0,0,0,0,3,0.0,3,1,1,0,0,0,3,0,True,LeicesterCity_Tottenham_20240819
Kasey McAteer,35.0,ie IRL,LW,22-271,5,2,1,2,0,0,2,50.0,1,4,0,4,0,2,2,0,True,LeicesterCity_Tottenham_20240819
Abdul Fatawu Issahaku,7.0,gh GHA,RW,20-164,90,6,6,5,0,1,7,57.1,3,1,0,1,0,6,5,0,True,LeicesterCity_Tottenham_20240819
Facundo Buonanotte,40.0,ar ARG,AM,19-240,78,3,0,1,0,2,3,66.7,1,1,0,1,0,3,0,0,True,LeicesterCity_Tottenham_20240819
Boubakary Soumaré,24.0,fr FRA,AM,25-174,12,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,LeicesterCity_Tottenham_20240819
Wilfred Ndidi,6.0,ng NGA,DM,27-247,90,2,0,1,1,0,0,,0,5,2,3,0,2,3,0,True,LeicesterCity_Tottenham_20240819
Harry Winks,8.0,eng ENG,DM,28-199,90,3,2,2,1,0,5,20.0,4,1,1,0,1,4,0,0,True,LeicesterCity_Tottenham_20240819
Victor Bernth Kristiansen,16.0,dk DEN,LB,21-247,90,2,2,2,0,0,3,66.7,1,2,1,1,2,4,6,0,True,LeicesterCity_Tottenham_20240819
Wout Faes,3.0,be BEL,CB,26-138,90,1,1,1,0,0,1,100.0,0,1,1,0,1,2,6,0,True,LeicesterCity_Tottenham_20240819
Jannik Vestergaard,23.0,dk DEN,CB,32-016,90,0,0,0,0,0,0,,0,2,0,2,2,2,8,0,True,LeicesterCity_Tottenham_20240819
James Justin,2.0,eng ENG,RB,26-178,90,1,1,0,1,0,0,,0,2,0,2,3,4,8,0,True,LeicesterCity_Tottenham_20240819
Mads Hermansen,30.0,dk DEN,GK,24-039,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,LeicesterCity_Tottenham_20240819
Dominic Solanke,19.0,eng ENG,FW,26-340,90,2,2,0,2,0,0,,0,0,0,0,0,2,0,0,False,LeicesterCity_Tottenham_20240819
Son Heung-min,7.0,kr KOR,"LW,LM",32-042,89,0,0,0,0,0,3,0.0,3,0,0,0,1,1,1,0,False,LeicesterCity_Tottenham_20240819
Richarlison,9.0,br BRA,LM,27-101,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,LeicesterCity_Tottenham_20240819
Brennan Johnson,22.0,wls WAL,RW,23-088,77,6,3,1,4,1,2,50.0,1,0,0,0,0,6,0,0,False,LeicesterCity_Tottenham_20240819
Timo Werner,16.0,de GER,RM,28-166,13,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_Tottenham_20240819
James Maddison,10.0,eng ENG,LM,27-270,78,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,False,LeicesterCity_Tottenham_20240819
Dejan Kulusevski,21.0,se SWE,CM,24-116,12,1,0,0,0,1,0,,0,3,0,3,0,1,1,0,False,LeicesterCity_Tottenham_20240819
Rodrigo Bentancur,30.0,uy URU,CM,27-055,77,3,3,1,2,0,2,100.0,0,0,0,0,2,5,0,0,False,LeicesterCity_Tottenham_20240819
Archie Gray,14.0,eng ENG,DM,18-160,13,2,1,0,0,2,1,100.0,0,0,0,0,0,2,1,0,False,LeicesterCity_Tottenham_20240819
Pape Matar Sarr,29.0,sn SEN,RM,21-340,77,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,False,LeicesterCity_Tottenham_20240819
Lucas Bergvall,15.0,se SWE,CM,18-199,13,3,1,0,1,2,4,75.0,1,0,0,0,0,3,0,0,False,LeicesterCity_Tottenham_20240819
Destiny Udogie,13.0,it ITA,LB,21-265,90,4,2,2,1,1,3,66.7,1,3,1,2,0,4,1,0,False,LeicesterCity_Tottenham_20240819
Micky van de Ven,37.0,nl NED,CB,23-122,90,0,0,0,0,0,0,,0,1,0,1,1,1,3,0,False,LeicesterCity_Tottenham_20240819
Cristian Romero,17.0,ar ARG,CB,26-114,90,1,1,1,0,0,0,,0,0,0,0,0,1,3,0,False,LeicesterCity_Tottenham_20240819
Pedro Porro,23.0,es ESP,RB,24-341,89,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,False,LeicesterCity_Tottenham_20240819
Djed Spence,24.0,eng ENG,RB,24-010,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_Tottenham_20240819
Guglielmo Vicario,1.0,it ITA,GK,27-317,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,LeicesterCity_Tottenham_20240819
Danny Welbeck,18.0,eng ENG,FW,33-272,78,1,1,0,1,0,0,,0,0,0,0,1,2,0,0,True,Brighton_ManchesterUtd_20240824
Julio Enciso,10.0,py PAR,AM,20-214,12,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Brighton_ManchesterUtd_20240824
Kaoru Mitoma,22.0,jp JPN,LW,27-096,89,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0,True,Brighton_ManchesterUtd_20240824
Simon Adingra,24.0,ci CIV,LW,22-236,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Brighton_ManchesterUtd_20240824
Yankuba Minteh,17.0,gm GAM,RW,20-033,89,2,1,1,0,1,3,33.3,2,5,0,5,1,3,1,0,True,Brighton_ManchesterUtd_20240824
Georginio Rutter,14.0,fr FRA,RW,22-126,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Brighton_ManchesterUtd_20240824
João Pedro,9.0,br BRA,"AM,FW",22-333,90,2,2,1,1,0,1,0.0,1,0,0,0,0,2,0,0,True,Brighton_ManchesterUtd_20240824
Billy Gilmour,11.0,sct SCO,DM,23-074,89,3,3,2,1,0,4,75.0,1,1,0,1,0,3,1,0,True,Brighton_ManchesterUtd_20240824
Yasin Ayari,26.0,se SWE,DM,20-323,1,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,True,Brighton_ManchesterUtd_20240824
James Milner,6.0,eng ENG,DM,38-233,72,1,0,0,1,0,1,100.0,0,1,0,1,1,2,2,0,True,Brighton_ManchesterUtd_20240824
Carlos Baleba,20.0,cm CMR,DM,20-234,18,1,1,0,1,0,1,0.0,1,0,0,0,0,1,0,0,True,Brighton_ManchesterUtd_20240824
Jack Hinshelwood,41.0,eng ENG,LB,19-135,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Brighton_ManchesterUtd_20240824
Lewis Dunk,5.0,eng ENG,CB,32-277,90,0,0,0,0,0,0,,0,1,1,0,1,1,2,0,True,Brighton_ManchesterUtd_20240824
Jan Paul van Hecke,29.0,nl NED,CB,24-077,90,4,2,3,1,0,2,100.0,0,0,0,0,3,7,2,0,True,Brighton_ManchesterUtd_20240824
Joël Veltman,34.0,nl NED,RB,32-222,90,3,2,2,1,0,4,50.0,2,1,0,1,0,3,2,0,True,Brighton_ManchesterUtd_20240824
Jason Steele,23.0,eng ENG,GK,34-006,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,Brighton_ManchesterUtd_20240824
Bruno Fernandes,8.0,pt POR,"FW,AM",29-351,78,1,0,0,0,1,3,33.3,2,0,0,0,0,1,0,0,False,Brighton_ManchesterUtd_20240824
Scott McTominay,39.0,sct SCO,AM,27-260,12,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,False,Brighton_ManchesterUtd_20240824
Marcus Rashford,10.0,eng ENG,"LW,FW",26-298,64,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Brighton_ManchesterUtd_20240824
Alejandro Garnacho,17.0,ar ARG,LW,20-054,26,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Brighton_ManchesterUtd_20240824
Amad Diallo,16.0,ci CIV,RW,22-044,89,2,1,2,0,0,2,50.0,1,0,0,0,0,2,0,0,False,Brighton_ManchesterUtd_20240824
Antony,21.0,br BRA,RW,24-182,1,1,0,1,0,0,2,50.0,1,0,0,0,0,1,0,0,False,Brighton_ManchesterUtd_20240824
Mason Mount,7.0,eng ENG,AM,25-227,45,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,False,Brighton_ManchesterUtd_20240824
Joshua Zirkzee,11.0,nl NED,"FW,LW",23-094,45,1,0,1,0,0,1,100.0,0,2,1,1,0,1,0,0,False,Brighton_ManchesterUtd_20240824
Kobbie Mainoo,37.0,eng ENG,DM,19-127,90,2,2,2,0,0,4,25.0,3,1,0,1,5,7,0,0,False,Brighton_ManchesterUtd_20240824
Casemiro,18.0,br BRA,DM,32-183,90,5,3,1,2,2,3,100.0,0,1,0,1,0,5,0,0,False,Brighton_ManchesterUtd_20240824
Diogo Dalot,20.0,pt POR,LB,25-159,90,2,2,1,1,0,1,100.0,0,2,1,1,2,4,2,0,False,Brighton_ManchesterUtd_20240824
Lisandro Martínez,6.0,ar ARG,CB,26-219,90,1,1,1,0,0,2,50.0,1,1,0,1,1,2,1,0,False,Brighton_ManchesterUtd_20240824
Harry Maguire,5.0,eng ENG,CB,31-172,78,1,0,1,0,0,1,100.0,0,1,1,0,2,3,3,0,False,Brighton_ManchesterUtd_20240824
Matthijs de Ligt,4.0,nl NED,CB,25-012,12,0,0,0,0,0,0,,0,1,1,0,1,1,2,0,False,Brighton_ManchesterUtd_20240824
Noussair Mazraoui,3.0,ma MAR,RB,26-284,90,2,1,2,0,0,2,100.0,0,1,0,1,1,3,0,0,False,Brighton_ManchesterUtd_20240824
André Onana,24.0,cm CMR,GK,28-144,90,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,False,Brighton_ManchesterUtd_20240824
Erling Haaland,9.0,no NOR,FW,24-034,89,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
James Mcatee,87.0,eng ENG,FW,21-311,1,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
Jeremy Doku,11.0,be BEL,LW,22-089,70,2,0,0,0,2,1,100.0,0,1,0,1,0,2,1,0,True,ManchesterCity_IpswichTown_20240824
İlkay Gündoğan,19.0,de GER,DM,33-305,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
Sávio,26.0,br BRA,RW,20-136,70,4,2,1,0,3,0,,0,1,0,1,0,4,0,0,True,ManchesterCity_IpswichTown_20240824
Jack Grealish,10.0,eng ENG,LW,28-349,20,1,0,1,0,0,0,,0,1,0,1,0,1,1,0,True,ManchesterCity_IpswichTown_20240824
Kevin De Bruyne,17.0,be BEL,"CM,AM",33-057,89,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
Matheus Nunes,27.0,pt POR,AM,25-363,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
Bernardo Silva,20.0,pt POR,"CM,RW",30-014,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,ManchesterCity_IpswichTown_20240824
Mateo Kovačić,8.0,hr CRO,DM,30-110,49,1,1,1,0,0,2,50.0,1,0,0,0,1,2,0,0,True,ManchesterCity_IpswichTown_20240824
John Stones,5.0,eng ENG,DM,30-088,41,1,1,0,1,0,0,,0,1,0,1,1,2,2,0,True,ManchesterCity_IpswichTown_20240824
Rico Lewis,82.0,eng ENG,"DM,RB",19-277,90,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,True,ManchesterCity_IpswichTown_20240824
Joško Gvardiol,24.0,hr CRO,LB,22-214,90,3,2,2,1,0,3,100.0,0,1,0,1,0,3,0,0,True,ManchesterCity_IpswichTown_20240824
Rúben Dias,3.0,pt POR,CB,27-102,90,1,0,0,1,0,1,100.0,0,0,0,0,3,4,1,0,True,ManchesterCity_IpswichTown_20240824
Manuel Akanji,25.0,ch SUI,"RB,CB",29-036,90,1,0,0,1,0,1,0.0,1,1,0,1,0,1,2,0,True,ManchesterCity_IpswichTown_20240824
