Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,home,game_id
Ola Aina,34.0,ng NGA,RB,28-313,90,3,2,1,2,0,2,2,100.0,0,1,0,1,2,5,8,0,True,146653907833347737
Matz Sels,26.0,be BEL,GK,33-172,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,146653907833347737
Thiago,9.0,br BRA,FW,24-052,90,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,False,146653907833347737
Fabio Carvalho,14.0,pt POR,"LW,RW,AM",22-352,90,3,2,0,1,2,1,1,100.0,0,1,0,1,0,3,1,0,False,146653907833347737
Keane Lewis-Potter,23.0,eng ENG,RW,24-176,68,2,0,1,1,0,0,1,0.0,1,0,0,0,0,2,4,0,False,146653907833347737
Frank Onyeka,15.0,ng NGA,LM,27-228,22,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,146653907833347737
Antoni Milambo,17.0,nl NED,AM,20-136,45,3,1,1,2,0,0,0,,0,2,0,2,0,3,0,0,False,146653907833347737
Kevin Schade,7.0,de GER,LW,23-263,45,2,0,1,1,0,0,2,0.0,2,0,0,0,1,3,0,0,False,146653907833347737
Mathias Jensen,8.0,dk DEN,DM,29-228,68,3,1,0,2,1,0,1,0.0,1,2,0,2,0,3,2,0,False,146653907833347737
Jordan Henderson,6.0,eng ENG,CM,35-061,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,146653907833347737
Yehor Yarmoliuk,18.0,ua UKR,"DM,RM",21-169,90,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,False,146653907833347737
Rico Henry,3.0,eng ENG,LB,28-040,87,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,False,146653907833347737
Aaron Hickey,2.0,sct SCO,LB,23-068,3,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,False,146653907833347737
Sepp van den Berg,4.0,nl NED,CB,23-240,90,2,1,2,0,0,2,3,66.7,1,3,2,1,1,3,9,1,False,146653907833347737
Nathan Collins,22.0,ie IRL,CB,24-109,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,False,146653907833347737
Michael Kayode,33.0,it ITA,RB,21-038,90,2,0,2,0,0,1,1,100.0,0,0,0,0,1,3,2,0,False,146653907833347737
Caoimhín Kelleher,1.0,ie IRL,GK,26-267,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,False,146653907833347737
João Pedro,20.0,br BRA,FW,23-325,72,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,5881950752936581896
Liam Delap,9.0,eng ENG,FW,22-190,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,5881950752936581896
Jamie Gittens,11.0,eng ENG,LW,21-009,53,1,0,1,0,0,0,0,,0,1,0,1,0,1,1,0,True,5881950752936581896
Estêvão Willian,41.0,br BRA,RW,18-115,37,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,True,5881950752936581896
Pedro Neto,7.0,pt POR,"RW,LW",25-161,90,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,True,5881950752936581896
Cole Palmer,10.0,eng ENG,AM,23-103,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,True,5881950752936581896
Moisés Caicedo,25.0,ec ECU,DM,23-288,90,5,1,1,4,0,0,1,0.0,1,4,2,2,3,8,1,0,True,5881950752936581896
Enzo Fernández,8.0,ar ARG,DM,24-212,78,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,True,5881950752936581896
Andrey Santos,17.0,br BRA,DM,21-106,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,5881950752936581896
Marc Cucurella,3.0,es ESP,LB,27-026,90,2,1,0,0,2,0,1,0.0,1,1,1,0,1,3,0,0,True,5881950752936581896
Trevoh Chalobah,23.0,eng ENG,CB,26-043,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,7,0,True,5881950752936581896
Joshua Acheampong,34.0,eng ENG,CB,19-104,90,2,2,1,1,0,1,2,50.0,1,0,0,0,1,3,5,1,True,5881950752936581896
Reece James,24.0,eng ENG,RB,25-252,78,1,1,1,0,0,1,1,100.0,0,1,0,1,4,5,2,0,True,5881950752936581896
Malo Gusto,27.0,fr FRA,RB,22-090,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,5881950752936581896
Robert Sánchez,1.0,es ESP,GK,27-272,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,5881950752936581896
Jean-Philippe Mateta,14.0,fr FRA,FW,28-050,90,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,4,0,False,5881950752936581896
Eberechi Eze,10.0,eng ENG,AM,27-049,83,1,1,0,1,0,0,0,,0,1,0,1,0,1,1,0,False,5881950752936581896
Justin Devenny,55.0,nir NIR,AM,21-310,7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,False,5881950752936581896
Ismaila Sarr,7.0,sn SEN,AM,27-173,90,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,3,0,False,5881950752936581896
Will Hughes,19.0,eng ENG,CM,30-122,69,0,0,0,0,0,0,0,,0,2,2,0,1,1,3,0,False,5881950752936581896
Jefferson Lerma,8.0,co COL,CM,30-296,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,5881950752936581896
Adam Wharton,20.0,eng ENG,CM,21-192,90,0,0,0,0,0,0,4,0.0,4,3,1,2,0,0,1,0,False,5881950752936581896
Tyrick Mitchell,3.0,eng ENG,WB,25-350,90,5,5,4,1,0,4,7,57.1,3,1,1,0,0,5,6,0,False,5881950752936581896
Daniel Muñoz,2.0,co COL,WB,29-083,90,2,0,1,1,0,2,2,100.0,0,0,0,0,2,4,4,0,False,5881950752936581896
Marc Guéhi,6.0,eng ENG,CB,25-035,90,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,5,0,False,5881950752936581896
Maxence Lacroix,5.0,fr FRA,CB,25-133,90,3,2,2,1,0,2,2,100.0,0,4,3,1,2,5,8,1,False,5881950752936581896
Chris Richards,26.0,us USA,CB,25-142,90,2,2,1,0,1,2,2,100.0,0,2,2,0,1,3,4,0,False,5881950752936581896
Dean Henderson,1.0,eng ENG,GK,28-158,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,5881950752936581896
Matheus Cunha,10.0,br BRA,"FW,AM",26-082,90,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,True,-2188503169614491030
Mason Mount,7.0,eng ENG,AM,26-219,64,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,True,-2188503169614491030
Benjamin Šeško,30.0,si SVN,FW,22-078,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-2188503169614491030
Bryan Mbeumo,19.0,cm CMR,AM,26-010,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,True,-2188503169614491030
Bruno Fernandes,8.0,pt POR,CM,30-343,90,3,0,1,1,1,1,5,20.0,4,1,0,1,0,3,2,0,True,-2188503169614491030
Casemiro,18.0,br BRA,CM,33-175,64,3,2,2,1,0,3,4,75.0,1,2,0,2,0,3,0,0,True,-2188503169614491030
Manuel Ugarte,25.0,uy URU,CM,24-128,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-2188503169614491030
Patrick Dorgu,13.0,dk DEN,WB,20-295,90,4,3,2,1,1,4,4,100.0,0,1,1,0,0,4,0,0,True,-2188503169614491030
Diogo Dalot,2.0,pt POR,WB,26-152,54,1,1,1,0,0,0,0,,0,0,0,0,0,1,3,0,True,-2188503169614491030
Amad Diallo,16.0,ci CIV,WB,23-037,36,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0,True,-2188503169614491030
Luke Shaw,23.0,eng ENG,CB,30-036,79,3,1,2,1,0,2,3,66.7,1,1,0,1,0,3,1,0,True,-2188503169614491030
Harry Maguire,5.0,eng ENG,CB,32-165,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,True,-2188503169614491030
Matthijs de Ligt,4.0,nl NED,CB,26-005,90,2,1,1,1,0,2,3,66.7,1,3,2,1,0,2,6,0,True,-2188503169614491030
Leny Yoro,15.0,fr FRA,CB,19-277,90,1,0,1,0,0,0,1,0.0,1,0,0,0,4,5,6,0,True,-2188503169614491030
Altay Bayındır,1.0,tr TUR,GK,27-125,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,True,-2188503169614491030
Viktor Gyökeres,14.0,se SWE,FW,27-074,59,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,-2188503169614491030
Kai Havertz,29.0,de GER,FW,26-067,31,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,False,-2188503169614491030
Gabriel Martinelli,11.0,br BRA,LW,24-060,59,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,False,-2188503169614491030
Noni Madueke,20.0,eng ENG,LW,23-160,31,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,False,-2188503169614491030
Bukayo Saka,7.0,eng ENG,RW,23-346,90,3,2,1,2,0,1,2,50.0,1,1,0,1,0,3,0,0,False,-2188503169614491030
Declan Rice,41.0,eng ENG,LM,26-215,82,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,False,-2188503169614491030
Mikel Merino,23.0,es ESP,LM,29-056,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,-2188503169614491030
Martín Zubimendi,36.0,es ESP,CM,26-196,90,3,2,1,2,0,2,3,66.7,1,3,1,2,1,4,2,0,False,-2188503169614491030
Martin Ødegaard,8.0,no NOR,RM,26-243,90,1,0,1,0,0,0,0,,0,0,0,0,1,2,5,0,False,-2188503169614491030
Riccardo Calafiori,33.0,it ITA,LB,23-090,71,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,3,0,False,-2188503169614491030
Myles Lewis-Skelly,49.0,eng ENG,LB,18-325,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,-2188503169614491030
Gabriel Magalhães,6.0,br BRA,CB,27-241,90,1,1,1,0,0,0,1,0.0,1,3,3,0,0,1,3,0,False,-2188503169614491030
William Saliba,2.0,fr FRA,CB,24-146,90,4,1,3,1,0,1,2,50.0,1,2,2,0,1,5,7,0,False,-2188503169614491030
Ben White,4.0,eng ENG,RB,27-313,70,2,1,2,0,0,0,1,0.0,1,2,1,1,1,3,4,0,False,-2188503169614491030
Jurriën Timber,12.0,nl NED,RB,24-061,20,2,1,2,0,0,0,0,,0,0,0,0,0,2,1,0,False,-2188503169614491030
David Raya,1.0,es ESP,GK,29-336,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-2188503169614491030
Joël Piroe,10.0,nl NED,FW,26-016,77,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,True,-3258275146814548393
Lukas Nmecha,14.0,de GER,FW,26-247,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-3258275146814548393
Wilfried Gnonto,29.0,it ITA,LW,21-286,66,4,3,3,1,0,2,3,66.7,1,2,0,2,2,6,0,0,True,-3258275146814548393
Brenden Aaronson,11.0,us USA,LW,24-300,24,2,1,1,0,1,2,3,66.7,1,1,0,1,0,2,0,0,True,-3258275146814548393
Daniel James,7.0,wls WAL,RW,27-281,77,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,True,-3258275146814548393
Jack Harrison,20.0,eng ENG,RW,28-271,13,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,True,-3258275146814548393
Anton Stach,18.0,de GER,LM,26-276,90,2,2,1,1,0,2,2,100.0,0,2,1,1,1,3,5,0,True,-3258275146814548393
Ethan Ampadu,4.0,wls WAL,CM,24-338,77,3,0,1,0,2,2,2,100.0,0,0,0,0,1,4,0,0,True,-3258275146814548393
Ilia Gruev,44.0,bg BUL,CM,25-104,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-3258275146814548393
Ao Tanaka,22.0,jp JPN,RM,26-342,89,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,True,-3258275146814548393
Sean Longstaff,8.0,eng ENG,RM,27-292,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-3258275146814548393
Gabriel Gudmundsson,3.0,se SWE,LB,26-111,90,1,1,0,0,1,1,1,100.0,0,1,1,0,2,3,4,0,True,-3258275146814548393
Pascal Struijk,5.0,nl NED,CB,26-007,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,True,-3258275146814548393
Joe Rodon,6.0,wls WAL,CB,27-300,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0,True,-3258275146814548393
Jayden Bogle,2.0,eng ENG,RB,25-022,90,2,0,2,0,0,2,3,66.7,1,1,1,0,0,2,2,0,True,-3258275146814548393
Lucas Perri,1.0,br BRA,GK,27-251,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-3258275146814548393
Beto,9.0,gw GNB,FW,27-199,90,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,2,0,False,-3258275146814548393
Iliman Ndiaye,10.0,sn SEN,"LW,RW",25-165,90,2,2,2,0,0,1,1,100.0,0,2,1,1,0,2,0,0,False,-3258275146814548393
Carlos Alcaraz,24.0,ar ARG,"RW,AM",22-261,85,1,0,0,0,1,1,4,25.0,3,2,1,1,0,1,0,1,False,-3258275146814548393
Thierno Barry,11.0,fr FRA,AM,22-301,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-3258275146814548393
Kiernan Dewsbury-Hall,22.0,eng ENG,"AM,DM",26-346,90,2,2,1,1,0,0,0,,0,0,0,0,0,2,2,0,False,-3258275146814548393
Idrissa Gana Gueye,27.0,sn SEN,DM,35-326,90,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,False,-3258275146814548393
Tim Iroegbunam,42.0,eng ENG,DM,22-049,70,3,2,2,1,0,3,3,100.0,0,2,1,1,0,3,2,0,False,-3258275146814548393
Jack Grealish,18.0,eng ENG,LW,29-342,20,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,False,-3258275146814548393
James Garner,37.0,eng ENG,LB,24-158,90,2,2,2,0,0,2,3,66.7,1,3,1,2,1,3,2,0,False,-3258275146814548393
Michael Keane,5.0,eng ENG,CB,32-219,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,8,0,False,-3258275146814548393
James Tarkowski,6.0,eng ENG,CB,32-272,90,2,2,2,0,0,0,2,0.0,2,3,3,0,1,3,9,0,False,-3258275146814548393
Jake O'Brien,15.0,ie IRL,RB,24-095,90,2,1,1,1,0,0,0,,0,1,0,1,0,2,4,1,False,-3258275146814548393
Jordan Pickford,1.0,eng ENG,GK,31-164,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,-3258275146814548393
Niclas Füllkrug,11.0,de GER,FW,32-194,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-2477332544702716166
Callum Wilson,9.0,eng ENG,FW,33-176,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,True,-2477332544702716166
Jarrod Bowen,20.0,eng ENG,"FW,RW",28-245,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,True,-2477332544702716166
Lucas Paquetá,10.0,br BRA,"AM,LW",27-360,90,5,3,0,4,1,1,1,100.0,0,0,0,0,0,5,1,0,True,-2477332544702716166
Tomáš Souček,28.0,cz CZE,"CM,DM",30-176,69,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,1,0,True,-2477332544702716166
Kyle Walker-Peters,2.0,eng ENG,WB,28-131,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-2477332544702716166
James Ward-Prowse,8.0,eng ENG,"CM,DM",30-294,90,2,1,0,2,0,1,1,100.0,0,0,0,0,3,5,0,0,True,-2477332544702716166
El Hadji Malick Diouf,12.0,sn SEN,"WB,LB",20-237,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,1,True,-2477332544702716166
Aaron Wan-Bissaka,29.0,cd COD,"WB,RB,CB",27-269,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,5,0,True,-2477332544702716166
Nayef Aguerd,5.0,ma MAR,CB,29-145,90,1,0,1,0,0,0,0,,0,3,1,2,1,2,10,0,True,-2477332544702716166
Max Kilman,3.0,eng ENG,CB,28-091,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,4,0,True,-2477332544702716166
Jean-Clair Todibo,25.0,fr FRA,CB,25-235,45,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0,True,-2477332544702716166
Freddie Potts,32.0,eng ENG,"CM,AM",21-344,45,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,True,-2477332544702716166
Mads Hermansen,1.0,dk DEN,GK,25-042,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,True,-2477332544702716166
Liam Delap,9.0,eng ENG,FW,22-195,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-2477332544702716166
Andrey Santos,17.0,br BRA,AM,21-111,29,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,False,-2477332544702716166
Pedro Neto,7.0,pt POR,"LW,RW",25-166,90,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,False,-2477332544702716166
Estêvão Willian,41.0,br BRA,RW,18-120,76,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,0,0,False,-2477332544702716166
Jamie Gittens,11.0,eng ENG,LW,21-014,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-2477332544702716166
João Pedro,20.0,br BRA,"AM,FW",23-330,90,1,1,0,1,0,0,0,,0,1,1,0,0,1,2,0,False,-2477332544702716166
Enzo Fernández,8.0,ar ARG,DM,24-217,90,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,False,-2477332544702716166
Moisés Caicedo,25.0,ec ECU,DM,23-293,90,3,2,1,2,0,3,3,100.0,0,2,1,1,0,3,1,0,False,-2477332544702716166
Marc Cucurella,3.0,es ESP,LB,27-031,68,1,1,0,1,0,0,1,0.0,1,2,1,1,1,2,2,0,False,-2477332544702716166
Jorrel Hato,21.0,nl NED,LB,19-168,22,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,False,-2477332544702716166
Tosin Adarabioyo,4.0,eng ENG,CB,27-332,90,3,2,2,1,0,1,2,50.0,1,0,0,0,0,3,6,0,False,-2477332544702716166
Trevoh Chalobah,23.0,eng ENG,CB,26-048,68,2,2,0,2,0,2,2,100.0,0,0,0,0,0,2,3,0,False,-2477332544702716166
Wesley Fofana,29.0,fr FRA,CB,24-248,22,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,False,-2477332544702716166
Malo Gusto,27.0,fr FRA,RB,22-095,68,2,0,2,0,0,2,2,100.0,0,0,0,0,1,3,2,0,False,-2477332544702716166
Reece James,24.0,eng ENG,RB,25-257,22,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,-2477332544702716166
Robert Sánchez,1.0,es ESP,GK,27-277,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-2477332544702716166
Erling Haaland,9.0,no NOR,FW,25-033,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-4958986467566394092
Omar Marmoush,7.0,eg EGY,LM,26-197,53,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,1,0,True,-4958986467566394092
Jeremy Doku,11.0,be BEL,LM,23-088,37,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,-4958986467566394092
Tijjani Reijnders,4.0,nl NED,CM,27-025,90,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,True,-4958986467566394092
Rayan Cherki,10.0,fr FRA,CM,22-006,53,4,1,3,1,0,3,3,100.0,0,1,0,1,1,5,0,0,True,-4958986467566394092
Bernardo Silva,20.0,pt POR,"CM,RM",31-013,37,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,1,0,True,-4958986467566394092
Oscar Bobb,52.0,no NOR,RM,22-042,74,3,2,1,1,1,2,2,100.0,0,1,0,1,0,3,0,0,True,-4958986467566394092
Phil Foden,47.0,eng ENG,CM,25-087,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-4958986467566394092
Nicolás González,14.0,es ESP,DM,23-232,74,3,3,0,2,1,3,4,75.0,1,1,0,1,0,3,1,0,True,-4958986467566394092
Rodri,16.0,es ESP,DM,29-062,16,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,1,True,-4958986467566394092
Rayan Aït-Nouri,21.0,dz ALG,LB,24-078,22,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,True,-4958986467566394092
Nathan Aké,6.0,nl NED,LB,30-186,68,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,3,0,True,-4958986467566394092
Rúben Dias,3.0,pt POR,CB,28-101,90,2,0,0,2,0,2,2,100.0,0,0,0,0,1,3,4,0,True,-4958986467566394092
John Stones,5.0,eng ENG,CB,31-087,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,True,-4958986467566394092
Rico Lewis,82.0,eng ENG,RB,20-275,90,2,1,2,0,0,1,2,50.0,1,1,1,0,1,3,2,0,True,-4958986467566394092
James Trafford,1.0,eng ENG,GK,22-317,90,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,3,1,True,-4958986467566394092
Richarlison,9.0,br BRA,FW,28-105,77,2,2,0,2,0,0,1,0.0,1,1,0,1,1,3,1,0,False,-4958986467566394092
Dominic Solanke,19.0,eng ENG,FW,27-343,13,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,False,-4958986467566394092
Brennan Johnson,22.0,wls WAL,LW,24-092,77,4,2,1,3,0,0,0,,0,0,0,0,0,4,1,0,False,-4958986467566394092
Wilson Odobert,28.0,fr FRA,"LW,LM",20-268,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-4958986467566394092
Mohammed Kudus,20.0,gh GHA,RW,25-021,85,3,2,2,0,1,0,0,,0,0,0,0,0,3,0,0,False,-4958986467566394092
Lucas Bergvall,15.0,se SWE,"RW,RM",19-202,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,False,-4958986467566394092
Rodrigo Bentancur,30.0,uy URU,"LM,DM,CM",28-059,90,2,1,1,0,1,1,2,50.0,1,2,0,2,1,3,2,0,False,-4958986467566394092
João Palhinha,6.0,pt POR,"CM,DM",30-045,89,4,2,2,2,0,2,4,50.0,2,1,1,0,0,4,2,0,False,-4958986467566394092
Kevin Danso,4.0,at AUT,CB,26-338,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,-4958986467566394092
Pape Matar Sarr,29.0,sn SEN,"RM,AM,CM",22-343,90,2,2,0,0,2,1,2,50.0,1,0,0,0,1,3,0,0,False,-4958986467566394092
Djed Spence,24.0,eng ENG,LB,25-014,90,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,4,0,False,-4958986467566394092
Micky van de Ven,37.0,nl NED,CB,24-126,90,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,2,0,False,-4958986467566394092
Cristian Romero,17.0,ar ARG,CB,27-118,90,3,2,1,0,2,0,0,,0,2,1,1,3,6,3,0,False,-4958986467566394092
Pedro Porro,23.0,es ESP,RB,25-344,90,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,7,1,False,-4958986467566394092
Guglielmo Vicario,1.0,it ITA,GK,28-320,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,-4958986467566394092
Evanilson,9.0,br BRA,FW,25-321,87,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-1516066792949505869
Eli Junior Kroupi,22.0,fr FRA,FW,19-061,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-1516066792949505869
Antoine Semenyo,24.0,gh GHA,LM,25-228,90,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,True,-1516066792949505869
Marcus Tavernier,16.0,eng ENG,CM,26-154,77,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,True,-1516066792949505869
Justin Kluivert,19.0,nl NED,CM,26-110,13,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,True,-1516066792949505869
Alex Scott,8.0,eng ENG,CM,22-002,65,3,2,1,1,1,0,0,,0,0,0,0,0,3,2,0,True,-1516066792949505869
Ryan Christie,10.0,sct SCO,CM,30-182,25,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,True,-1516066792949505869
David Brooks,7.0,wls WAL,RM,28-046,65,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,True,-1516066792949505869
Amine Adli,17.0,ma MAR,RM,25-105,25,3,2,1,1,1,1,1,100.0,0,1,0,1,1,4,0,0,True,-1516066792949505869
Tyler Adams,12.0,us USA,DM,26-190,87,2,1,0,1,1,1,2,50.0,1,3,2,1,1,3,1,0,True,-1516066792949505869
James Hill,23.0,eng ENG,DM,23-225,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-1516066792949505869
Adrien Truffert,3.0,fr FRA,LB,23-276,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0,True,-1516066792949505869
Marcos Senesi,5.0,ar ARG,CB,28-105,90,1,1,0,1,0,0,2,0.0,2,0,0,0,2,3,11,0,True,-1516066792949505869
Bafodé Diakité,18.0,fr FRA,CB,24-229,90,3,3,2,1,0,1,1,100.0,0,0,0,0,0,3,7,0,True,-1516066792949505869
Adam Smith,15.0,eng ENG,RB,34-116,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,True,-1516066792949505869
Đorđe Petrović,1.0,rs SRB,GK,25-319,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-1516066792949505869
Jørgen Strand Larsen,9.0,no NOR,FW,25-198,77,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,False,-1516066792949505869
Hwang Hee-chan,11.0,kr KOR,FW,29-209,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-1516066792949505869
Jhon Arias,10.0,co COL,LW,27-336,55,4,2,3,1,0,1,2,50.0,1,0,0,0,0,4,1,0,False,-1516066792949505869
Santiago Bueno,4.0,uy URU,CB,26-287,35,2,1,2,0,0,2,2,100.0,0,2,1,1,0,2,1,0,False,-1516066792949505869
Marshall Munetsi,5.0,zw ZIM,RW,29-062,90,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,3,0,False,-1516066792949505869
David Møller Wolfe,6.0,no NOR,LM,23-122,45,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,False,-1516066792949505869
Hugo Bueno,3.0,es ESP,LM,22-339,45,1,1,1,0,0,1,2,50.0,1,1,0,1,2,3,0,0,False,-1516066792949505869
João Gomes,8.0,br BRA,CM,24-192,90,3,2,2,1,0,2,4,50.0,2,1,0,1,1,4,2,0,False,-1516066792949505869
Jean-Ricner Bellegarde,27.0,ht HAI,CM,27-057,45,2,2,1,1,0,0,0,,0,2,0,2,0,2,2,1,False,-1516066792949505869
André,7.0,br BRA,CM,24-038,45,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,0,0,False,-1516066792949505869
Ki-Jana Hoever,26.0,nl NED,RM,23-217,34,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,-1516066792949505869
Jackson Tchatchoua,38.0,cm CMR,RM,23-343,56,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,2,0,False,-1516066792949505869
